vehicle_id,technology,actual_price,recommended_price,num_images,street_parked,description,target
230,0,117.9,90,1,1,30,2.0
231,1,48.88,47,4,1,7,9.0
232,1,69.01,67,1,0,5,19.0
233,0,97.29,69,5,1,105,7.0
234,0,79.79,79,3,1,132,13.0
235,0,88.06,74,2,1,194,13.0
236,0,45.0,45,5,0,29,9.0
237,0,71.25,57,5,0,49,2.0
238,0,75.92,52,2,0,217,1.0
239,0,122.67,87,2,1,27,
240,0,98.15,65,4,0,207,1.0
241,0,108.36,84,3,1,77,
242,1,56.55,65,5,1,80,4.0
243,0,76.16,56,2,0,41,3.0
244,0,66.0,55,4,0,137,4.0
245,0,87.72,68,5,1,160,9.0
246,0,71.82,54,2,1,200,1.0
247,1,61.8,60,4,1,208,25.0
248,0,135.8,70,5,1,176,12.0
249,0,83.42,43,5,1,82,8.0
250,0,81.76,73,2,1,24,5.0
251,0,59.28,57,2,0,229,18.0
252,0,152.72,83,5,1,163,3.0
253,0,115.73,71,5,1,130,1.0
254,1,57.6,45,1,0,7,6.0
255,0,70.3,37,1,1,3,
256,1,45.36,42,5,1,15,17.0
257,0,75.15,45,5,0,158,7.0
258,0,61.56,36,2,1,10,4.0
259,0,77.7,42,4,0,66,6.0
260,0,108.42,78,5,0,191,9.0
261,0,90.0,60,3,1,45,8.0
262,0,86.94,63,2,0,4,10.0
263,1,51.92,44,3,1,47,3.0
264,0,135.28,76,5,1,95,8.0
265,1,50.43,41,1,0,37,12.0
266,0,130.26,78,2,0,157,5.0
267,0,103.04,56,2,1,211,4.0
268,1,45.76,44,2,1,143,4.0
269,1,63.0,50,4,0,148,1.0
270,0,105.57,69,5,1,97,9.0
271,0,64.64,64,4,0,1,21.0
272,1,63.94,46,4,0,185,
273,0,83.93,77,4,0,33,4.0
274,0,93.16,68,1,1,45,3.0
275,0,62.28,36,2,1,227,3.0
276,0,71.4,51,4,0,35,7.0
277,0,63.48,46,3,0,164,13.0
278,0,138.4,80,2,0,106,5.0
279,0,139.4,82,5,0,108,12.0
280,0,98.49,67,2,0,56,8.0
281,0,82.82,82,2,1,54,8.0
282,1,64.32,48,5,1,115,6.0
283,0,110.36,62,2,0,164,3.0
284,0,75.62,38,4,1,43,6.0
285,0,54.6,52,2,1,112,7.0
286,0,95.19,57,1,1,197,5.0
287,0,58.89,39,4,1,122,3.0
288,0,38.52,36,3,0,36,7.0
289,0,159.3,90,1,0,47,3.0
290,1,40.8,40,2,1,5,14.0
291,0,40.17,39,5,1,143,3.0
292,1,71.98,59,1,0,80,5.0
293,0,91.12,68,2,0,172,2.0
294,0,86.94,69,4,1,240,14.0
295,0,78.54,77,1,1,227,16.0
296,0,124.5,75,5,1,101,3.0
297,1,44.4,40,3,1,189,8.0
298,0,129.36,88,4,1,3,6.0
299,0,66.12,57,5,1,185,13.0
300,0,96.0,64,2,0,26,9.0
301,1,72.15,39,2,0,9,3.0
302,0,120.25,65,3,0,215,5.0
303,0,93.44,64,4,0,2,4.0
304,0,90.0,72,1,0,41,9.0
305,0,99.2,80,1,0,152,4.0
306,1,67.6,65,1,1,228,12.0
307,0,73.32,52,3,1,13,12.0
308,0,73.14,69,2,0,241,4.0
309,0,144.0,75,2,1,178,
310,0,64.68,44,4,0,147,9.0
311,0,113.25,75,5,1,83,8.0
312,0,96.72,52,5,0,206,11.0
313,0,93.44,73,4,0,136,5.0
314,0,88.2,84,2,0,24,13.0
315,0,104.37,71,3,1,15,3.0
316,0,61.05,37,1,1,16,2.0
317,0,147.06,86,2,1,17,5.0
318,0,77.52,68,4,0,36,4.0
319,0,90.16,56,2,1,158,2.0
320,0,47.08,44,5,0,130,1.0
321,1,43.4,35,1,1,13,8.0
322,0,95.15,55,4,1,28,
323,0,137.9,70,4,0,36,8.0
324,0,69.58,71,4,0,16,18.0
325,1,41.81,37,5,1,146,11.0
326,0,70.0,50,2,1,9,2.0
327,0,133.28,68,2,1,27,5.0
328,1,68.4,45,4,0,34,13.0
329,0,93.0,60,1,1,41,
330,0,55.5,37,4,0,1,4.0
331,0,81.76,73,4,0,128,1.0
332,0,89.64,54,3,1,102,2.0
333,0,54.6,42,3,0,108,4.0
334,1,72.54,39,3,0,163,
335,1,51.25,41,3,0,38,1.0
336,0,91.69,53,1,1,205,2.0
337,0,77.76,54,4,1,78,
338,0,87.74,82,3,0,5,2.0
339,1,70.21,59,2,1,20,12.0
340,0,89.1,45,1,0,135,2.0
341,1,63.84,48,2,0,43,6.0
342,0,61.92,72,4,1,162,
343,0,70.0,70,5,1,183,19.0
344,0,58.8,35,3,0,93,7.0
345,1,46.2,44,1,0,216,20.0
346,0,88.2,60,2,1,45,
347,0,97.3,70,5,0,77,2.0
348,0,91.8,90,3,0,154,10.0
349,0,47.73,43,2,0,106,2.0
350,0,93.72,66,2,1,28,9.0
351,0,75.68,43,5,1,79,12.0
352,0,129.63,87,3,1,5,9.0
353,0,82.68,52,4,0,123,8.0
354,0,74.46,51,3,0,6,1.0
355,0,66.15,63,3,1,163,4.0
356,0,74.8,55,2,1,227,8.0
357,0,102.07,59,1,1,21,
358,0,57.77,53,2,0,229,8.0
359,0,95.88,68,5,0,16,12.0
360,0,136.59,87,2,0,50,4.0
361,0,61.23,39,4,1,3,
362,0,76.2,60,1,0,88,8.0
363,0,78.12,62,3,1,12,1.0
364,0,143.65,85,1,1,115,3.0
365,0,46.53,47,4,0,56,6.0
366,0,154.98,82,3,1,233,9.0
367,0,146.15,79,1,1,139,4.0
368,0,124.5,75,5,1,94,3.0
369,0,54.72,36,4,1,33,8.0
370,0,93.53,47,1,1,131,2.0
371,0,110.04,84,3,1,21,7.0
372,0,64.66,61,4,0,29,15.0
373,0,43.16,52,3,1,19,
374,1,56.16,39,3,1,178,6.0
375,1,53.2,35,2,1,120,5.0
376,0,89.9,58,4,0,233,10.0
377,0,89.38,82,5,1,189,6.0
378,0,57.4,35,3,0,28,4.0
379,0,103.14,54,2,1,103,3.0
380,0,63.86,62,4,0,17,12.0
381,0,75.44,46,2,1,2,5.0
382,0,74.52,54,1,1,206,4.0
383,1,54.39,49,3,1,179,13.0
384,0,122.98,86,2,0,45,7.0
385,0,116.76,84,5,1,229,2.0
386,0,135.8,70,4,1,32,8.0
387,0,91.76,62,1,0,4,5.0
388,0,45.58,43,3,0,13,2.0
389,0,147.84,77,2,0,220,4.0
390,0,117.48,66,2,0,38,3.0
391,0,44.8,40,5,1,12,14.0
392,0,100.8,72,3,1,183,12.0
393,0,104.88,69,2,1,229,3.0
394,0,41.04,36,3,1,101,4.0
395,0,100.74,69,2,0,37,3.0
396,1,56.16,36,3,1,40,2.0
397,1,72.54,62,3,0,131,15.0
398,0,85.68,84,3,1,220,6.0
399,0,68.2,62,2,0,80,14.0
400,0,117.18,63,2,1,30,
401,0,85.8,66,3,1,247,12.0
402,1,48.26,38,2,1,29,11.0
403,0,78.44,74,5,0,12,9.0
404,0,104.5,55,3,0,52,5.0
405,0,145.96,82,4,0,25,5.0
406,0,107.01,87,4,1,181,7.0
407,0,89.64,54,4,0,131,11.0
408,1,36.96,44,3,0,165,10.0
409,0,120.96,84,3,0,2,7.0
410,0,121.66,79,3,0,32,9.0
411,0,100.0,80,4,0,12,9.0
412,0,83.52,58,3,1,176,7.0
413,0,100.43,83,2,0,130,11.0
414,0,119.46,66,1,0,73,5.0
415,0,72.24,42,4,0,6,11.0
416,0,76.5,51,2,0,5,3.0
417,1,62.54,53,4,1,177,2.0
418,0,111.3,70,1,0,174,5.0
419,0,40.94,46,1,0,4,17.0
420,0,123.5,65,4,0,187,5.0
421,1,64.8,36,2,1,42,2.0
422,0,89.68,59,3,1,215,6.0
423,1,65.52,42,3,0,19,1.0
424,0,60.27,49,2,1,50,10.0
425,1,69.36,68,3,0,113,3.0
426,0,54.61,43,5,1,195,13.0
427,0,62.4,60,3,1,195,19.0
428,0,117.76,64,1,0,170,5.0
429,1,73.5,50,3,0,233,1.0
430,0,117.92,88,4,0,16,3.0
431,0,91.64,79,4,1,228,5.0
432,0,128.64,67,1,1,210,3.0
433,0,121.55,65,2,0,105,5.0
434,0,87.21,51,5,1,177,6.0
435,0,97.98,69,1,1,196,3.0
436,0,81.5,50,4,0,49,9.0
437,1,65.52,52,4,0,19,8.0
438,1,59.89,53,5,1,207,
439,0,112.48,74,3,1,93,2.0
440,0,70.35,67,4,0,147,3.0
441,1,32.76,36,4,0,130,2.0
442,0,69.54,61,2,1,27,3.0
443,0,56.95,67,3,1,115,7.0
444,1,72.61,53,5,1,38,
445,0,83.6,76,3,0,162,4.0
446,0,79.95,65,1,1,27,9.0
447,0,77.84,56,1,1,147,5.0
448,1,35.52,37,4,0,222,1.0
449,0,69.0,60,5,0,9,6.0
450,1,43.16,52,3,1,17,14.0
451,1,67.9,35,2,0,3,4.0
452,0,101.68,62,4,0,27,
453,0,119.29,79,5,0,6,8.0
454,0,59.2,37,1,0,218,
455,0,87.36,84,1,0,62,17.0
456,0,87.36,78,3,0,91,13.0
457,0,119.32,76,5,0,115,7.0
458,0,68.9,53,4,0,87,1.0
459,0,52.5,42,1,1,21,4.0
460,0,158.26,82,1,0,121,5.0
461,0,100.62,78,5,1,224,
462,0,82.99,43,3,1,6,10.0
463,0,85.4,70,1,0,9,5.0
464,0,72.8,40,3,1,11,6.0
465,0,84.15,55,2,0,5,2.0
466,0,95.04,72,3,1,33,12.0
467,0,77.08,82,5,0,183,5.0
468,0,67.84,64,4,1,99,9.0
469,0,90.5,50,1,0,124,3.0
470,0,163.51,83,5,1,56,9.0
471,0,115.52,76,3,1,45,9.0
472,0,65.55,57,3,1,24,1.0
473,0,130.4,80,3,1,229,5.0
474,0,107.92,76,1,1,16,1.0
475,0,95.06,49,2,0,76,2.0
476,0,91.85,55,5,0,196,2.0
477,1,69.93,63,3,0,140,5.0
478,0,117.6,80,4,0,209,1.0
479,0,79.54,41,1,0,49,4.0
480,0,159.2,80,1,0,113,4.0
481,1,64.26,54,4,1,47,13.0
482,0,61.41,69,4,0,32,4.0
483,1,51.5,50,5,0,50,25.0
484,0,74.49,39,4,0,35,9.0
485,0,127.92,82,4,0,33,10.0
486,0,134.75,77,1,0,209,4.0
487,0,56.7,45,1,0,6,
488,0,119.29,79,1,1,19,
489,0,80.56,53,1,1,47,3.0
490,0,48.48,48,5,0,234,9.0
491,0,94.5,63,4,1,238,13.0
492,0,45.32,44,4,1,12,13.0
493,0,80.6,62,4,0,37,2.0
494,0,121.5,90,2,0,17,9.0
495,0,90.5,50,1,0,23,2.0
496,0,115.08,84,5,0,96,12.0
497,0,115.52,76,2,0,188,4.0
498,0,86.24,49,2,1,21,1.0
499,0,56.73,61,4,0,47,20.0
500,0,118.26,81,4,0,20,9.0
501,0,75.02,62,4,0,21,10.0
502,0,107.95,85,3,1,39,
503,0,99.0,66,1,1,212,2.0
504,0,91.44,72,5,0,6,5.0
505,0,123.51,69,3,0,11,4.0
506,0,63.36,44,3,1,174,10.0
507,0,74.34,59,3,1,30,2.0
508,0,128.16,89,5,1,61,6.0
509,0,148.77,87,4,1,91,1.0
510,0,50.0,40,2,1,9,7.0
511,1,59.22,47,3,1,174,7.0
512,1,65.28,51,1,0,152,7.0
513,0,92.61,49,1,1,17,4.0
514,1,57.57,57,5,1,68,8.0
515,0,87.6,60,1,0,223,4.0
516,0,142.0,71,3,1,187,3.0
517,0,103.24,58,1,1,20,4.0
518,0,62.64,58,2,1,150,13.0
519,0,52.4,40,4,1,32,8.0
520,1,40.0,40,1,0,45,3.0
521,0,93.45,89,2,0,249,13.0
522,0,76.26,62,2,0,34,12.0
523,0,109.8,60,1,1,214,
524,0,76.65,73,2,0,47,19.0
525,0,103.6,56,5,1,62,9.0
526,0,66.24,46,1,1,113,3.0
527,0,86.62,71,5,1,39,2.0
528,1,59.77,43,2,0,43,
529,0,128.02,74,4,1,99,6.0
530,0,75.69,87,3,0,2,7.0
531,0,84.0,56,4,1,141,13.0
532,0,125.84,88,3,1,42,8.0
533,0,60.6,60,1,1,4,16.0
534,1,47.08,44,4,1,23,7.0
535,0,107.01,87,2,1,29,3.0
536,0,164.7,90,5,1,33,11.0
537,0,85.26,87,2,0,9,
538,0,136.59,87,4,1,36,
539,0,89.1,54,2,0,28,4.0
540,0,49.14,42,3,1,58,10.0
541,0,136.85,85,3,0,136,9.0
542,0,98.8,76,3,0,3,12.0
543,0,72.08,53,3,1,237,2.0
544,0,116.22,78,2,1,6,8.0
545,0,84.6,47,2,1,190,5.0
546,0,79.9,47,1,0,92,2.0
547,0,71.81,43,2,0,45,3.0
548,0,73.72,38,4,0,68,4.0
549,0,100.36,52,2,1,15,2.0
550,0,102.4,64,1,1,10,1.0
551,0,114.75,85,4,1,29,11.0
552,1,60.9,42,1,1,46,5.0
553,0,80.77,41,5,0,220,4.0
554,0,59.45,41,5,0,43,2.0
555,0,57.82,49,3,0,52,8.0
556,0,85.2,60,4,1,20,12.0
557,0,123.2,88,3,0,22,7.0
558,0,80.3,55,3,1,166,5.0
559,0,75.71,67,1,1,23,7.0
560,0,94.34,53,4,1,48,
561,0,55.0,50,3,1,9,7.0
562,0,57.6,48,2,1,25,4.0
563,0,91.14,62,4,1,98,6.0
564,0,46.98,58,4,0,160,18.0
565,0,143.65,85,1,0,61,2.0
566,0,101.12,79,4,1,177,1.0
567,0,165.54,89,4,0,41,6.0
568,0,45.58,43,5,1,21,15.0
569,1,50.92,38,4,0,17,11.0
570,0,171.77,89,2,0,140,2.0
571,0,118.3,70,1,1,23,5.0
572,0,108.8,85,3,1,39,8.0
573,0,97.52,53,1,1,101,3.0
574,0,142.2,79,4,1,29,5.0
575,0,50.49,51,2,0,102,9.0
576,1,45.98,38,2,0,96,11.0
577,0,87.21,57,1,0,84,5.0
578,0,122.76,66,3,0,115,8.0
579,0,44.28,36,3,0,1,
580,1,54.6,35,1,1,206,
581,0,131.88,84,4,1,83,6.0
582,1,60.6,60,5,0,36,20.0
583,0,147.42,81,4,1,242,1.0
584,0,54.6,35,4,0,225,10.0
585,0,101.12,79,3,0,2,3.0
586,0,75.6,60,2,0,10,7.0
587,1,71.02,53,1,1,22,
588,0,144.4,76,2,1,8,1.0
589,0,127.5,75,2,1,12,3.0
590,0,156.0,80,1,1,32,
591,0,102.3,55,4,1,130,5.0
592,0,145.04,74,5,0,44,4.0
593,0,113.68,58,4,0,236,4.0
594,0,87.1,65,4,1,18,10.0
595,1,49.29,53,3,1,34,11.0
596,0,89.1,81,1,1,214,6.0
597,0,126.42,86,4,1,43,
598,0,126.36,78,1,1,171,1.0
599,0,73.6,46,3,0,26,5.0
600,0,76.85,53,1,1,206,4.0
601,1,59.15,35,2,0,155,1.0
602,0,76.32,72,3,0,183,2.0
603,1,72.42,51,4,0,101,10.0
604,0,121.39,61,2,0,9,4.0
605,0,111.72,57,2,0,186,4.0
606,0,96.0,75,2,0,32,11.0
607,0,58.32,54,2,0,204,20.0
608,0,51.94,49,3,0,87,5.0
609,0,97.17,79,4,1,28,3.0
610,0,112.66,86,2,0,193,2.0
611,0,98.28,54,4,1,151,7.0
612,0,137.24,73,4,0,113,8.0
613,0,86.8,62,3,1,10,2.0
614,1,54.74,46,5,1,166,10.0
615,0,80.24,59,4,0,97,5.0
616,0,106.11,81,1,1,13,1.0
617,1,63.96,78,3,1,217,18.0
618,1,58.75,47,4,0,35,5.0
619,0,83.52,58,2,1,144,10.0
620,0,97.09,73,1,1,49,5.0
621,1,41.81,37,1,1,72,3.0
622,0,94.53,69,5,0,11,8.0
623,0,46.46,46,4,1,7,15.0
624,0,64.8,72,1,0,178,2.0
625,0,133.17,69,2,1,35,1.0
626,0,77.88,59,5,0,71,14.0
627,1,51.2,40,5,0,48,10.0
628,0,95.14,67,4,0,128,7.0
629,0,65.17,49,2,0,129,3.0
630,0,84.18,46,2,1,121,5.0
631,0,61.6,55,1,1,7,9.0
632,0,99.84,64,1,1,181,3.0
633,0,113.24,76,1,1,35,4.0
634,0,83.43,81,4,1,4,21.0
635,0,71.98,59,4,0,224,
636,0,77.72,67,5,1,39,14.0
637,1,60.04,38,5,0,205,1.0
638,0,82.8,69,4,1,206,2.0
639,0,90.0,75,5,1,101,1.0
640,0,165.3,87,3,0,49,2.0
641,0,145.78,74,3,0,32,4.0
642,0,50.54,38,4,0,239,11.0
643,0,109.62,87,3,1,35,9.0
644,0,118.5,75,2,0,116,
645,1,48.64,38,4,0,87,7.0
646,0,55.65,53,2,0,100,6.0
647,0,60.72,46,5,0,139,9.0
648,1,72.54,78,5,1,21,18.0
649,0,106.14,87,2,0,111,4.0
650,0,72.67,43,5,0,67,6.0
651,1,71.28,88,1,0,35,18.0
652,0,79.1,70,3,1,102,12.0
653,0,95.25,75,2,0,12,12.0
654,0,74.7,83,2,1,183,
655,0,126.7,70,4,1,43,4.0
656,0,101.2,88,2,0,105,6.0
657,0,109.12,88,3,1,87,3.0
658,0,97.8,60,3,1,32,3.0
659,0,96.8,80,2,1,209,9.0
660,0,90.3,70,3,0,2,5.0
661,0,85.68,84,4,1,8,12.0
662,0,84.0,84,1,1,147,15.0
663,0,108.57,77,3,1,25,3.0
664,0,94.4,59,3,0,43,7.0
665,0,74.5,50,3,0,206,3.0
666,0,84.55,89,3,1,228,7.0
667,0,116.96,86,3,0,1,4.0
668,0,43.7,38,2,1,46,2.0
669,0,42.64,41,4,0,41,15.0
670,0,100.92,87,3,1,60,14.0
671,0,138.84,78,3,0,237,7.0
672,0,97.41,51,4,0,48,
673,0,93.01,71,2,1,5,10.0
674,0,145.08,78,3,1,45,5.0
675,0,82.55,65,3,1,57,5.0
676,1,58.96,44,1,0,49,5.0
677,1,66.24,69,5,1,143,9.0
678,0,74.16,72,1,1,2,3.0
679,0,102.75,75,4,1,6,6.0
680,0,97.15,67,2,1,29,3.0
681,0,108.9,90,2,1,220,1.0
682,0,108.36,84,2,0,134,
683,0,117.04,77,2,0,190,
684,0,104.13,89,1,0,218,11.0
685,1,69.36,51,2,0,12,1.0
686,1,58.52,38,2,0,14,5.0
687,0,82.62,81,2,1,10,25.0
688,0,71.52,48,2,1,41,8.0
689,0,125.29,67,1,0,123,2.0
690,1,58.14,57,4,0,24,24.0
691,0,91.45,59,3,1,164,1.0
692,0,103.66,73,5,0,15,12.0
693,0,74.26,47,1,0,32,1.0
694,0,62.55,45,5,0,18,6.0
695,0,89.6,70,3,0,184,8.0
696,1,60.48,36,1,1,111,5.0
697,0,62.35,43,4,1,195,13.0
698,0,82.32,56,4,1,181,4.0
699,0,96.36,66,3,0,33,3.0
700,0,96.9,51,4,1,1,3.0
701,0,88.83,47,5,1,151,13.0
702,0,131.04,72,3,1,31,4.0
703,0,142.56,81,1,1,26,4.0
704,0,48.36,52,3,0,147,18.0
